City,State,population,Poverty,Diversity,Employment,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Mean,Income,Stdev,Income
Pleasureville,KY,145244,76.9,5669.57,431877.9199999999,785,663,26,335,835,1218,911,241,501,173,34,199,128,162,691,392,652,980,1151,980
Pocatello,ID,3382764,115.7,4897.659999999999,2456362.72,1028,374,419,466,1194,972,414,596,269,1125,890,241,506,6,95,670,976,960,230,960
Polkton,NC,267608,94.60000000000001,3475.5299999999997,601089.92,546,56,274,1034,918,1317,402,182,720,1254,264,32,1051,1076,1189,85,271,1150,857,1150
Ponce,PR,6411944,188.0,1869.2799999999997,2536812.8,503,799,1367,609,149,383,755,598,797,181,50,1121,66,221,171,1167,179,309,712,309
Poplar Bluff,MO,1494460,83.5,5534.38,1054640.48,644,654,1121,990,1162,1334,731,593,783,1085,859,1186,391,1226,14,1162,937,983,974,983
Poplarville,MS,564960,76.0,5350.16,1124101.5199999998,322,1342,1282,356,1305,796,1349,825,825,1170,603,194,525,752,1160,1287,193,638,1113,638
Poquoson,VA,526284,13.399999999999999,5678.259999999999,360842.0,706,864,1059,1338,1104,379,751,625,1047,1259,973,175,963,356,803,359,148,73,952,73
Port Charlotte,FL,3314784,50.2,5340.63,3449607.36,154,1320,1166,451,811,630,408,108,1036,0,109,478,52,1287,1131,927,1150,798,746,798
Port Huron,MI,1760616,55.6,5647.5199999999995,4252759.68,861,397,1373,970,8,1163,688,978,275,486,405,846,1313,1361,1103,890,789,1121,133,1121
Portales,NM,807356,100.3,4060.82,494745.04,266,828,457,507,800,1212,662,130,517,638,1286,802,1093,1186,580,983,1104,559,1360,559
Portland,IN,525360,61.5,5844.960000000001,577617.44,226,1155,968,956,280,428,357,26,598,921,758,11,823,1275,1026,786,451,950,651,950
Portland,OR,36334760,65.30000000000001,4638.2300000000005,23994274.56,276,803,155,860,423,1287,894,86,864,1004,1356,525,397,659,632,984,522,23,377,23
Portsmouth,VA,4113604,78.2,3167.33,2495625.92,511,808,115,189,1130,861,677,753,656,276,836,583,1094,311,72,941,147,863,1282,863
Post,TX,276188,39.0,3460.6800000000003,122772.79999999999,1073,1188,617,1300,1076,302,996,483,330,476,923,732,97,396,414,988,638,773,1168,773
Poteau,OK,501556,80.6,4554.86,1113677.28,938,1289,386,670,1055,167,1204,392,541,484,1189,721,148,16,1140,318,1185,971,397,971
Powder Springs,GA,2635248,47.0,4835.660000000001,4256401.84,1097,1176,40,578,1216,76,486,395,921,463,59,744,766,807,108,24,11,924,240,924
Prairie Du Sac,WI,253880,83.30000000000001,5704.974999999999,3771076.5599999996,621,693,621,976,1084,3,941,476,559,515,1283,712,281,889,577,478,858,1032,88,1032
Presidio,TX,222200,86.9,2440.2,159064.32,735,1119,636,511,602,1096,271,1367,1188,537,240,257,434,975,593,746,101,503,1182,503
Primghar,IA,57112,25.5,5761.41,440119.36,173,487,120,470,1268,1346,787,474,533,319,962,1104,765,629,1322,522,447,826,890,826
Prince George,VA,474540,37.2,3978.6300000000006,870767.52,1025,1149,137,223,930,229,715,892,44,289,864,74,359,669,221,745,762,305,1029,305
Princeton,IL,474936,53.7,5561.820000000001,985622.72,1135,1120,618,1160,924,1283,1095,674,1255,561,487,861,1212,1041,284,301,483,186,136,186
Princeton,MO,105248,60.2,5891.6,100925.92,751,953,827,528,674,1085,164,401,119,1008,640,1254,549,1187,1361,950,377,392,465,392
Prosser,WA,562056,82.1,3654.5400000000004,6151427.999999999,57,1077,118,503,900,1312,31,488,1319,715,478,588,914,1085,855,824,1373,1360,111,1360
Pulaski,TN,760496,57.199999999999996,5312.19,722752.8799999999,1200,112,719,63,610,180,628,528,529,668,1209,725,184,17,1085,310,1168,821,447,821
Puryear,TN,118668,73.3,5464.22,765973.84,1260,568,828,1187,354,1216,1360,1119,1306,769,130,131,1328,591,381,204,495,534,1034,534
Quakertown,PA,1493976,54.5,4628.21,10363571.6,493,507,473,1296,555,364,246,630,232,651,432,924,962,1038,1040,809,67,765,493,765
Quebradillas,PR,1205072,189.9,1868.18,382698.31999999995,358,330,532,731,1232,902,1268,126,332,635,854,1163,1134,297,585,1328,966,160,266,160
Quincy,FL,755084,113.9,2954.5400000000004,1017805.44,164,1095,254,895,207,551,772,628,235,227,569,1334,794,1303,564,475,968,312,700,312
Quitman,AR,200420,58.7,5816.58,590099.0399999999,130,701,93,175,230,508,255,311,220,748,449,550,602,1256,341,334,490,588,514,588
Racine,WI,5481564,49.3,4821.85,5581526.08,1315,34,445,495,1154,476,878,685,46,444,769,1061,30,332,1058,805,883,179,274,179
Radford,VA,1004344,69.0,5250.09,413602.56,1178,788,1274,803,326,543,1312,283,1294,767,83,1220,622,1089,935,524,332,373,139,373
Ralls,TX,98428,90.69999999999999,3549.6,151054.4,962,141,1139,13,45,94,1343,734,1102,327,112,433,617,984,773,901,622,542,1078,542
Randolph,UT,29920,54.800000000000004,5654.37,44687.84,408,694,306,156,11,63,639,239,892,1126,146,1152,976,10,226,244,528,1053,1269,1053
Rapid City,SD,3912348,88.3,5232.94,4044633.5199999996,1227,1287,1060,1021,81,472,1079,221,495,662,1022,1111,932,438,366,248,1355,464,976,464
Red Boiling Springs,TN,211332,63.3,5703.920000000001,587435.6799999999,439,43,1062,957,956,705,38,1325,1128,928,1075,1147,329,1229,1274,212,27,1168,483,1168
Red Bud,IL,286660,45.9,5379.080000000001,833101.0399999999,103,558,658,172,288,426,221,426,303,1282,740,920,1165,743,382,1318,313,93,184,93
Red Cloud,NE,54780,47.599999999999994,5682.530000000001,102875.44,1228,61,594,642,55,701,328,1259,782,569,766,484,1284,810,198,531,1245,1078,1003,1078
Red Springs,NC,550792,205.2,2655.58,3927087.0399999996,1371,1333,839,322,541,54,666,618,338,89,173,596,519,1280,245,970,752,860,255,860
Redmond,OR,1447028,52.2,5482.3099999999995,4535987.680000001,858,832,1302,35,979,1148,757,470,440,306,207,133,351,248,600,532,345,1051,413,1051
Refugio,TX,163416,67.69999999999999,3595.78,188499.44,1323,970,372,1112,476,966,1310,454,6,716,710,832,379,142,223,973,534,475,419,475
Reinbeck,IA,102740,19.0,5926.429999999999,374924.07999999996,271,975,244,146,584,1316,1253,759,623,1128,1067,541,1045,959,388,898,242,500,216,500
Rembert,SC,254584,70.8,3513.36,2552383.68,725,237,1351,439,733,732,1132,706,865,944,644,256,725,1024,228,507,146,146,93,146
Reno,NV,11138908,55.599999999999994,4401.78,12604439.92,689,515,100,920,588,1250,1224,7,540,460,868,170,1277,1034,1063,297,1125,171,189,171
Rensselaer,IN,508112,27.799999999999997,5693.06,924224.5599999999,908,887,246,485,841,352,208,971,129,1319,1273,1191,1267,499,162,196,58,1064,570,1064
Rice,TX,112948,83.7,4188.120000000001,1226094.48,1285,601,907,1138,1063,990,187,147,1088,402,1149,1146,662,229,227,1331,550,730,400,730
Richburg,SC,98868,110.8,4116.900000000001,748137.7599999999,88,594,434,1142,1109,1076,135,1110,769,563,226,352,839,1281,472,1370,131,855,455,855
Richey,MT,14916,68.39999999999999,5706.66,285473.60000000003,343,35,954,462,87,1366,224,226,945,582,227,496,574,1150,864,853,1288,660,11,660
Richfield Springs,NY,169400,55.5,5663.370000000001,1730889.52,1220,481,795,923,1187,381,1233,927,885,560,1003,299,1008,257,430,1038,314,933,810,933
Richmond,VA,23165296,148.60000000000002,3544.0350000000003,16381633.84,1340,160,1348,669,152,1171,200,323,698,608,1226,281,1188,284,1008,361,446,251,897,251
Richton,MS,329604,94.3,4419.88,1607598.88,199,1322,1120,1170,485,952,968,376,376,1157,1262,502,138,436,230,548,935,705,741,705
Ridgeville,SC,410476,85.5,3973.1000000000004,902818.8799999999,323,29,586,418,381,546,78,912,327,221,116,472,1124,395,1216,519,97,99,120,99
Ridgway,PA,283316,34.0,5936.83,908981.44,1129,261,1347,479,666,324,585,817,283,1204,1099,333,465,27,165,1290,1360,1166,1053,1166
Rincon,GA,843172,39.4,5093.5199999999995,1541636.7999999998,23,1,878,1292,556,321,646,901,834,246,241,1158,1162,1238,1339,1030,626,408,1107,408
Rincon,PR,659824,355.5,1935.01,772951.52,574,665,1248,1176,1079,489,391,896,809,1059,1369,764,1002,45,440,486,965,194,1125,194
Ringgold,LA,155540,69.9,4053.88,197413.44,1018,52,728,943,1212,851,532,758,1269,162,403,638,1204,1211,249,490,235,1125,826,1125
Ripon,CA,712536,69.0,2996.3,17052505.04,929,1048,462,837,1026,1324,1135,1273,716,654,869,34,969,102,250,485,1261,1060,303,1060
Rising Sun,MD,474100,38.7,5385.589999999999,2970313.1999999997,1288,246,1157,331,231,462,1311,367,757,512,606,693,1304,955,793,1292,83,610,755,610
Riverside,RI,716496,20.0,5736.0199999999995,1506708.16,639,1273,1144,125,1035,780,544,694,634,511,1034,803,1350,1142,633,518,312,1196,583,1196
Roanoke,VA,7112468,152.5,4985.139999999999,6335769.44,451,408,206,256,215,1078,579,729,500,210,1172,814,899,1030,294,1338,482,781,1070,781
Robinson,IL,491392,48.3,5614.96,509101.75999999995,760,409,799,162,1291,688,910,713,763,908,837,26,1268,318,81,181,1308,281,1000,281
Robstown,TX,1006104,70.8,3103.6800000000007,9904274.72,759,1326,928,399,1361,955,425,790,749,422,486,1229,1175,1072,224,331,1070,562,877,562
Rochelle,GA,103136,79.9,4102.86,148979.44,758,1173,466,1370,598,665,1170,890,56,810,319,488,383,38,450,7,171,955,345,955
Rochester,NH,1287308,36.9,5636.700000000002,4035489.9999999995,193,761,1123,1049,48,733,833,1190,642,161,303,275,961,457,909,867,232,525,1350,525
Rockford,IL,8119408,40.7,4940.290000000001,1502991.44,292,757,655,814,801,16,948,843,1332,878,1298,562,711,885,1017,1301,608,1319,762,1319
Rockville,MD,5596360,23.7,3476.8700000000003,32852485.52,949,301,763,636,1056,453,1001,105,652,345,501,895,308,1260,918,996,326,879,1101,879
Rockwood,TN,562804,74.19999999999999,5715.240000000001,1252012.96,827,1211,597,928,220,547,1156,1036,196,759,940,970,251,14,497,349,967,1029,836,1029
Rogers,AR,3117356,123.5,5246.015,7086021.999999999,140,679,1217,1117,210,253,1193,173,929,884,126,43,578,676,1141,1302,1176,597,1166,597
Rolling Fork,MS,143308,167.7,2960.17,18998.72,232,786,507,1048,1261,1098,956,887,340,728,491,1027,797,616,437,238,176,968,1091,968
Roma,TX,787512,126.80000000000001,1881.08,1277705.76,249,70,111,1069,673,337,116,403,978,1242,270,1043,40,910,372,1008,126,887,322,887
Roopville,GA,130328,76.1,4730.460000000001,2880691.92,934,1284,853,629,1215,496,1117,375,51,1119,1029,498,664,1137,761,1307,1173,43,193,43
Roper,NC,147004,87.2,3475.5300000000007,268735.6,268,1296,103,10,615,549,245,1288,460,121,944,22,531,488,1109,868,852,1075,1286,1075
Roscommon,MI,440528,55.0,5829.38,316448.0,138,123,82,745,1229,1010,883,925,610,774,1305,1062,410,181,293,935,1269,403,320,403
Roseau,MN,237160,44.3,5687.36,513683.44,1111,577,289,749,366,53,82,926,604,1151,716,1007,853,76,635,864,6,313,707,313
Roseboro,NC,305624,111.0,3898.89,793306.32,235,1247,199,587,633,351,637,794,1352,1215,593,984,366,538,991,1000,1315,432,1338,432
Roseville,OH,204820,83.8,5674.11,345586.95999999996,599,1318,433,90,410,17,605,1188,206,420,784,341,1206,237,729,1141,1035,74,323,74
Rugby,ND,157432,123.6,5826.58,306224.0,1283,851,1219,1119,315,939,51,689,411,331,761,294,875,736,365,796,897,1185,180,1185
Runnemede,NJ,360580,53.0,4105.71,14696246.239999998,1347,918,58,417,500,561,935,1244,514,335,1180,1230,335,2,1088,1051,671,643,1046,643
Russell,KS,218284,50.699999999999996,5733.11,210820.88,287,444,760,19,1263,1185,528,448,735,343,982,1311,1197,1299,163,313,433,684,706,684
Russell Springs,KY,545072,94.1,5831.100000000001,360653.6,265,1008,179,847,1059,570,652,302,857,965,1345,1089,427,56,357,855,1029,378,1045,378
Russellville,AR,1716440,72.6,5369.37,1666643.5199999998,712,324,656,988,1206,974,495,1025,1074,1277,211,1330,34,225,234,1259,168,83,528,83
Russellville,KY,625548,74.1,5505.13,636938.6399999999,312,1133,1309,681,194,312,934,556,1237,657,1284,883,685,205,1061,919,491,359,462,359
Ruston,LA,1417020,198.79999999999998,4147.904999999999,1586218.5599999998,295,523,1295,1071,1068,1266,409,0,430,828,1050,829,886,934,788,633,475,454,612,454
Rutledge,TN,361240,73.6,5841.370000000001,543924.4,1193,1166,291,792,376,881,1245,1093,242,1077,753,78,355,1203,816,1156,810,517,171,517
Sabana Grande,PR,1091816,131.5,1892.1,325563.76,43,624,358,1216,53,183,659,1090,70,213,1344,679,46,441,1066,517,1273,107,1228,107
Safford,AZ,853380,80.80000000000001,3767.1200000000003,727355.9199999999,274,950,981,43,324,1322,899,829,751,1309,1198,974,1172,560,1069,788,552,987,126,987
Saginaw,MI,5279208,71.9,4641.7300000000005,4931679.92,225,278,310,357,688,838,569,839,609,1000,676,507,387,126,480,324,747,429,855,429
Saint Clair Shores,MI,2535544,50.4,5134.960000000001,24390029.599999998,1203,770,467,413,914,442,829,813,425,618,719,1091,1153,1295,704,1040,471,755,1035,755
Saint Marks,FL,13552,56.1,5051.37,784623.76,6,172,1322,1321,1241,1054,618,542,432,265,1307,315,247,84,147,585,384,967,1054,967
Saint Marys,GA,889504,48.599999999999994,4640.280000000001,1257312.4,680,225,787,805,128,455,1052,1196,167,1027,1176,463,159,674,394,488,1152,747,1060,747
Saint Paris,OH,258764,53.6,5732.07,1108740.72,270,669,832,690,650,584,330,1095,59,674,1355,385,98,161,781,435,1097,32,74,32
Saint Paul,MN,31773060,65.1,4274.4,16216185.52,70,734,915,1108,504,1336,1044,877,1273,649,1153,357,696,1200,418,857,658,1352,177,1352
Saint Simons Island,GA,614724,75.1,4357.1,2211964.56,863,554,1316,576,517,185,236,582,143,65,262,1246,547,262,542,432,0,1192,1153,1192
Salem,MO,617056,184.7,5779.86,562695.68,971,1085,1111,853,1328,898,14,1250,991,692,825,777,1158,556,978,1210,1180,1334,990,1334
Salem,OR,9718764,73.4,4553.419999999999,8372944.24,752,490,1,1244,1302,1164,215,1089,808,1095,1112,1310,717,945,1082,293,1087,508,1329,508
Salem,VA,1618408,31.4,5720.950000000002,988605.9199999999,627,217,657,218,931,674,317,910,958,1044,414,740,928,681,1307,294,1153,235,905,235
Salemburg,NC,131604,96.7,3853.94,1631854.0799999998,171,425,151,248,518,697,1000,608,1092,794,601,465,175,689,1038,610,1051,550,1303,550
Salina,OK,221892,87.6,4038.99,972613.44,1295,652,838,934,142,675,699,929,520,1127,278,947,325,851,85,834,272,155,291,155
Salinas,CA,7922948,67.2,3031.74,10782175.68,38,991,967,1259,717,1229,1195,1219,555,1083,349,195,835,0,362,429,630,622,647,622
Salinas,PR,1002144,164.5,1858.4199999999998,419694.24,1031,1038,207,432,1249,1138,1174,565,876,867,293,1226,740,1099,330,1357,705,1211,1087,1211
Salisbury,NC,3320196,73.7,4805.2300000000005,3436805.9999999995,126,905,631,1052,1098,138,37,879,179,1217,556,1098,1221,1014,922,1215,1132,67,1223,67
Salt Lake City,UT,25758524,44.8,4779.849999999999,32599363.36,915,272,219,784,1147,149,293,715,1137,637,313,1006,1217,432,675,13,1027,927,867,927
Salyersville,KY,520784,108.4,6036.59,223188.63999999998,805,241,61,1074,1372,566,1319,1064,1247,398,679,344,933,467,211,255,863,1226,3,1226
San Angelo,TX,4485096,51.4,4809.37,49116.48,579,238,444,659,1184,1020,62,1283,1149,1363,860,1182,615,1332,867,1173,493,868,949,868
San Augustine,TX,280940,105.39999999999999,4589.91,136648.56,291,1244,706,793,444,1123,1187,944,485,242,1326,419,997,848,9,307,760,133,1216,133
San Bernardino,CA,10313996,73.7,2983.57,50412509.92,797,316,563,1332,701,853,1163,490,954,403,44,126,1157,1210,8,1345,1020,645,1040,645
San Francisco,CA,34453716,38.599999999999994,3048.8200000000006,29085344.959999997,1003,530,708,1040,95,12,691,958,779,409,1019,1113,290,1321,689,895,88,989,527,989
San German,PR,1452044,365.70000000000005,1868.985,1816105.0399999998,1157,82,253,476,282,445,704,1027,712,781,216,353,374,449,860,897,383,351,1135,351
San Juan,PR,17222436,348.4,1875.1399999999999,8578821.92,285,611,959,580,412,355,1033,852,168,134,1053,885,703,982,279,900,177,963,281,963
San Juan,TX,1658448,126.0,2137.2700000000004,18120612.08,200,1096,749,388,566,251,1339,131,682,804,930,65,74,245,811,306,1151,407,970,407
San Lorenzo,PR,1769064,161.4,1858.4199999999998,689300.96,729,1033,13,287,516,1038,1266,433,377,611,842,538,1125,533,349,220,309,491,121,491
San Rafael,CA,2982540,28.900000000000002,4721.02,7845065.04,456,1153,836,424,76,959,84,1128,949,889,1348,17,849,490,66,784,624,1098,577,1098
San Sebastian,PR,1852268,180.1,1873.4099999999999,535280.48,649,592,119,411,420,946,230,696,227,1206,878,1349,369,1184,869,748,1046,738,296,738
Sandy Ridge,NC,88044,63.8,5654.089999999999,1214662.16,1027,1015,493,663,796,1248,226,2,1025,770,1349,1200,763,652,872,747,1291,1366,417,1366
Sanford,NC,2954116,137.0,4230.38,4365861.119999999,959,867,912,700,346,1232,654,1139,1103,268,119,234,1225,786,1223,567,133,219,47,219
Santa Barbara,CA,5660072,58.7,3673.8700000000003,12380166.399999999,21,372,698,76,222,1302,322,1371,1244,1318,72,1172,954,268,264,68,1278,346,1164,346
Santa Fe,NM,5313704,61.6,3580.92,4282028.079999999,782,113,917,723,765,1031,153,1260,1075,1228,542,838,950,693,576,156,145,1137,827,1137
Santa Rosa,CA,8993732,40.9,4440.04,14607335.12,66,906,240,340,1108,513,789,1356,1258,934,624,150,552,1144,786,698,1092,867,789,867
Sarahsville,OH,42460,63.7,5685.2,282447.2,491,1021,572,467,547,1353,642,181,811,97,953,476,1316,1359,700,699,1356,1349,1150,1349
Sarasota,FL,9783004,44.8,5304.35,9425719.84,89,783,1143,1324,390,57,480,400,1348,1307,573,459,967,361,744,564,612,949,105,949
Sauk Rapids,MN,694848,52.3,5690.47,1222585.8399999999,1219,1205,776,163,1336,588,1280,21,449,690,670,1040,1111,388,1074,37,777,58,1173,58
Savannah,GA,10237348,78.5,3667.9400000000005,7577701.84,987,1317,947,1301,475,667,1290,668,254,999,907,366,1368,1337,205,192,322,565,1084,565
Scottsville,KY,705672,60.8,5848.37,521781.44,33,885,1258,710,1053,281,81,906,792,446,310,59,196,11,1101,191,618,1285,499,1285
Seal Beach,CA,940764,48.0,3333.51,91732480.32,846,486,777,1109,238,239,415,1082,1317,683,133,1363,608,714,974,1006,1226,697,495,697
Seattle,WA,36093156,38.599999999999994,4150.6,65639987.76,244,1297,359,213,261,984,897,1280,938,1021,922,317,1138,424,1306,152,419,1132,1092,1132
Sedalia,MO,1472284,66.5,5389.530000000001,1139642.88,833,1301,529,480,469,186,1189,123,265,987,909,616,149,500,719,1297,885,341,926,341
Selby,SD,39556,37.2,5044.13,158003.36,1161,576,780,1184,1278,60,1239,1178,1029,740,643,1303,583,1116,1319,1017,510,1340,125,1340
Selfridge,ND,23364,124.3,1013.37,79288.56,740,1106,607,545,620,1327,1030,968,758,1123,272,761,1135,495,328,355,7,712,80,712
Selinsgrove,PA,625064,45.2,5843.81,1179898.4,179,376,875,101,174,1040,940,342,1304,824,1158,827,626,392,843,1025,868,861,684,861
Seminary,MS,252340,102.6,4227.99,403519.43999999994,1234,1062,971,841,687,269,1160,511,19,1256,564,800,915,572,610,1028,570,78,507,78
Seneca,SC,1447600,77.1,5360.94,1751204.4799999997,804,825,1276,1103,845,1263,35,445,452,653,721,677,1159,1103,113,1280,1221,126,1352,126
Senoia,GA,606056,51.8,4727.09,3787992.8,542,297,1283,967,768,599,624,848,906,672,811,1314,532,802,563,712,1107,1194,1203,1194
Shalimar,FL,428208,57.2,4842.250000000001,5162129.680000001,208,403,1326,641,612,316,359,1236,1008,627,1269,213,4,1179,119,1282,1205,267,203,267
Shallowater,TX,234300,48.2,3828.7,652574.08,883,1331,1004,964,761,884,175,954,863,631,1082,982,1279,882,1265,171,291,571,448,571
Sharon,OK,27324,48.8,5156.6900000000005,568375.92,1196,929,861,1133,832,1141,353,1211,395,752,846,907,502,431,1372,719,323,811,370,811
Shawnee,OK,1785388,69.6,4599.14,1785719.3599999999,218,1042,268,382,373,1274,689,265,397,667,712,443,302,240,1075,1037,867,192,270,192
Shawsville,VA,105248,23.8,5776.92,455858.63999999996,121,880,1237,455,314,1026,470,38,188,1255,379,601,484,274,313,1044,43,460,621,460
Sheboygan,WI,2725096,35.0,5363.800000000001,3595513.76,471,1126,624,456,819,762,1354,769,1017,851,502,254,346,881,521,716,886,767,1277,767
Shelton,CT,1687532,31.4,4391.999999999999,28187840.8,77,340,1234,1167,189,365,761,1151,829,972,30,1235,298,110,798,1063,281,680,271,680
Shippenville,PA,148060,58.2,5879.26,1037261.52,617,108,674,1318,899,1281,1037,358,1033,890,422,158,727,1136,1260,691,184,483,795,483
Sibley,IA,150832,30.3,5684.920000000001,199674.95999999996,115,181,1129,50,581,45,663,428,807,1150,507,663,5,157,730,1092,625,1258,1309,1258
Sikeston,MO,997920,74.80000000000001,5289.48,1050890.56,807,66,914,1020,980,1358,1178,885,1228,1045,425,854,137,813,370,149,1311,1235,38,1235
Silver City,NM,798512,83.0,3802.96,643948.24,275,1298,294,278,1320,866,1352,270,328,877,537,308,255,953,37,1231,933,242,1283,242
Sioux Falls,SD,6967532,45.400000000000006,5274.61,5986479.68,907,1143,232,437,1210,1222,48,1326,1158,1153,813,1268,1367,1015,139,1333,1166,1050,680,1050
Sitka,AK,384692,28.0,3977.35,289313.76,947,360,690,301,394,159,811,271,542,341,555,849,706,913,79,1136,856,384,1201,384
Skagway,AK,42328,8.4,4715.47,41406.56,954,318,1077,375,952,474,844,809,1201,1155,731,1228,732,1353,541,653,57,1227,471,1227
Slaterville Springs,NY,8184,55.9,4925.59,2997124.0799999996,27,429,1269,500,762,540,1035,536,1173,362,279,248,219,132,851,327,1284,418,644,418
Slinger,WI,358292,20.4,5745.239999999999,4399968.4,658,779,251,187,609,145,1104,1298,153,923,288,527,460,324,1053,521,173,130,879,130
Smithfield,NC,985952,60.199999999999996,4640.6900000000005,4904233.68,643,1345,316,647,727,975,102,1052,1205,50,1267,7,371,758,1161,1127,680,1239,67,1239
Smithville,TN,579920,81.1,5588.700000000001,450765.11999999994,379,1102,1080,14,553,1100,803,739,1081,974,328,351,373,790,1117,223,109,686,168,686
Sneedville,TN,217140,96.9,5912.360000000001,136666.32,2,1237,962,497,920,1230,334,500,182,212,499,379,1019,1021,288,395,400,1129,1355,1129
Snyder,TX,676720,32.5,4117.340000000001,448286.16,105,618,130,756,888,1006,886,1077,65,270,642,781,972,254,478,222,42,1013,1185,1013
Social Circle,GA,400576,52.3,4710.7,463809.67999999993,184,726,502,1362,909,888,7,751,626,1063,1300,412,892,1193,378,46,370,314,943,314
Soddy Daisy,TN,1166792,67.7,5576.660000000001,288507.52,937,1291,77,250,611,592,596,60,639,742,1023,304,728,376,517,661,1295,127,214,127
Solon Springs,WI,121220,57.2,5628.619999999999,1297746.4,483,990,664,296,1094,903,999,614,1198,641,1219,575,845,55,790,647,934,1025,859,1025
Sonora,TX,181676,28.200000000000003,3507.29,107845.35999999999,766,1016,1284,205,543,601,347,408,1328,1216,410,329,1326,1013,1059,948,1034,276,593,276
South Bend,IN,6240652,72.4,4840.380000000001,7489069.2,1007,1074,1146,152,196,1362,994,807,447,1332,1028,1090,1269,741,1187,1324,430,1097,273,1097
Sparks,NV,4277328,26.1,5581.35,108445.35999999999,414,193,725,1174,30,1072,36,1060,577,471,447,1032,862,878,278,576,1012,439,798,439
Spirit Lake,IA,339064,18.799999999999997,5895.010000000001,541208.1599999999,848,1321,416,1238,450,518,855,1132,722,1054,871,120,795,665,565,29,949,131,332,131
Spotsylvania,VA,609004,29.8,4656.150000000001,3798358.2399999998,570,446,308,933,676,620,669,18,563,623,747,278,1007,345,618,964,942,1369,868,1369
Spring Lake,MI,795784,33.8,5338.690000000001,8238395.92,944,606,281,833,1240,1007,488,1097,923,1169,571,1145,1001,579,112,974,1135,560,768,560
Springdale,AR,3720376,70.7,4748.96,6259238.239999999,1046,653,802,761,1314,396,400,104,84,1369,1042,160,151,739,1035,386,199,870,1176,870
Springfield,IL,4993648,64.0,5139.86,5846533.68,1125,743,726,910,1070,1181,623,655,1305,193,377,497,1288,1108,498,205,160,80,235,80
Springfield,OH,4368760,75.7,5306.51,3594340.8,1258,107,1031,843,1159,979,600,388,855,847,1296,1022,695,62,395,385,706,1200,806,1200
Springfield,OR,3188372,64.5,5233.27,9636580.08,595,283,482,518,884,986,594,1184,1010,841,1245,386,54,1176,1170,339,186,583,912,583
Spruce Pine,NC,458876,82.6,5486.66,1058598.32,1150,257,311,796,1286,309,123,1029,439,1303,1151,593,636,595,1156,469,1309,797,987,797
Stanardsville,VA,265628,29.5,5323.77,543355.6799999999,1264,328,298,628,135,423,1297,363,592,606,1192,659,1022,1011,317,341,693,232,148,232
Starbuck,MN,103400,32.4,5902.2,328845.51999999996,586,24,790,720,737,1209,874,23,739,864,1191,93,877,672,571,982,1371,1054,933,1054
Starkville,MS,1832292,96.9,4020.46,1178886.1600000001,344,623,23,44,477,344,969,1047,1003,829,827,301,846,15,1081,217,1344,104,429,104
Staten Island,NY,20278500,47.1,4310.95,12714340.879999999,1276,53,1153,1130,464,386,497,277,941,1052,1314,914,348,417,425,437,1203,710,366,710
Statesville,NC,2993056,49.5,5348.599999999999,1116813.44,434,674,271,49,893,437,1215,858,1370,451,623,63,65,341,825,1343,150,1135,83,1135
Steamboat Springs,CO,745712,28.2,5603.44,855004.8,1254,1252,343,139,824,612,965,915,693,1343,1081,152,241,990,573,139,448,343,525,343
Sterling,IL,935088,48.0,5390.25,1601546.3199999998,1202,155,1290,47,91,926,360,1092,1300,205,521,1139,561,575,1273,778,65,493,618,493
Sterling,VA,3473140,12.0,4029.5400000000004,11337776.0,502,67,644,987,1110,118,1296,726,1071,59,1249,545,433,687,1296,736,710,1344,705,1344
Stevenson,AL,211772,69.8,5512.95,1270082.3199999998,109,129,1311,1282,590,394,110,1344,1053,200,122,387,1031,917,1252,978,1178,1111,942,1111
Stilwell,KS,340384,21.2,5128.960000000001,18394121.999999996,197,1330,1007,469,1171,554,1361,242,860,754,604,817,111,1146,206,1109,981,942,510,942
Stilwell,OK,591624,102.9,2703.57,507138.48,1214,1286,711,1352,1117,775,1088,1053,953,1019,609,89,694,25,1096,1106,80,954,1221,954
Stone Harbor,NJ,38060,42.2,5403.300000000001,2607556.8,136,0,599,1215,37,1335,238,712,203,1014,1056,1165,1016,774,1348,328,66,522,2,522
Stoneville,NC,374044,70.1,4780.33,2333915.6,1172,480,1236,1078,1113,615,210,151,1142,1229,370,935,1323,401,1191,1015,128,1165,42,1165
Stony Point,NC,227040,69.8,5465.0,984218.4,630,72,1019,815,613,290,1139,1019,511,1145,33,1035,1107,214,254,566,621,1311,1028,1311
Stony Point,NY,578820,64.8,4367.89,8880088.879999999,398,1011,1038,400,745,980,887,216,1046,755,1207,444,1250,941,292,1081,151,1228,411,1228
Stratford,TX,101728,52.8,4156.52,91162.63999999998,411,375,1255,383,1141,93,774,519,970,652,1347,1339,762,53,240,157,799,1087,1152,1087
Strawn,TX,42020,73.8,5005.859999999999,686818.1599999999,817,941,1177,145,567,557,763,539,571,1313,788,420,1154,234,327,700,1219,243,26,243
Stuart,FL,2817496,51.300000000000004,5129.27,3718725.84,1236,872,10,452,229,71,1338,1308,802,993,395,642,71,1033,605,27,1201,538,837,538
