City,State,Mean,Median,Stdev
Sierra Vista,AZ,78433.2,102620.6,53527.8
Signal Hill,CA,78694.0,67597.0,57138.5
Signal Mtn,TN,101355.0,300000.0,71978.0
Sikeston,MO,40315.6,29333.4,33487.2
Siler City,NC,41391.0,34113.0,33372.0
Siletz,OR,51950.5,41108.0,40439.0
Siloam Springs,AR,50198.0,41567.0,42607.0
Silsbee,TX,41915.5,31628.0,37210.0
Silver Bay,MN,50535.666666666664,123859.66666666667,38654.0
Silver City,NM,70959.0,300000.0,56810.0
Silver Grove,KY,47986.0,39698.0,38142.0
Silver Spring,MD,99404.52,133481.96,59907.84
Silver Springs,FL,44126.0,38617.0,40454.0
Silver Springs,NV,56993.0,48937.0,44647.0
Silverdale,WA,63316.2,94870.8,41953.8
Silverhill,AL,53701.0,44265.0,42398.0
Silverthorne,CO,89735.0,61792.0,78125.0
Silverton,OR,93210.0,300000.0,65967.0
Simi Valley,CA,112996.18181818182,192258.36363636365,62842.27272727273
Simms,TX,38501.0,22531.0,42662.0
Simpson,LA,71297.0,176162.0,46026.5
Simpsonville,KY,134599.0,300000.0,85522.0
Simpsonville,SC,79264.16666666667,68037.66666666667,53449.0
Simsbury,CT,137616.0,139057.0,68879.0
Sinclair,WY,79492.0,79761.0,44768.0
Sinton,TX,62356.0,60406.5,42849.0
Sioux Center,IA,74211.0,141937.33333333334,50985.666666666664
Sioux City,IA,61365.454545454544,139370.0909090909,39113.818181818184
Sioux Falls,SD,67099.73333333334,107628.6,44387.666666666664
Sipsey,AL,45265.0,31524.0,44482.0
Sisseton,SD,47411.0,34765.5,44195.5
Sissonville,WV,44769.0,36771.0,34892.0
Sistersville,WV,42906.0,34067.0,34705.0
Sitka,AK,80041.0,59519.0,65235.0
Skagway,AK,81352.0,69886.0,49197.0
Skamania,OR,71189.0,52402.0,55891.0
Skaneateles,NY,89446.0,76285.5,60116.5
Skanee,MI,46743.0,38432.0,37959.0
Skiatook,OK,75104.0,60455.0,54660.0
Skidmore,TX,81234.0,300000.0,50379.0
Skipwith,VA,42772.0,35829.0,28918.0
Skokie,IL,81455.28571428571,72934.71428571429,63096.142857142855
Skowhegan,ME,41241.0,30077.0,40328.0
Slate Hill,NY,102148.0,94075.0,72606.0
Slater,IA,119378.0,300000.0,27739.0
Slatersville,RI,104342.0,300000.0,59599.0
Slaterville Springs,NY,72777.0,56161.0,58053.0
Slatington,PA,80157.0,175530.0,47329.0
Slaton,TX,45072.0,38683.0,31685.0
Slayton,MN,56681.0,49583.0,39488.5
Sleepy Eye,MN,65616.33333333333,55140.666666666664,49889.0
Sleepy Hollow,NY,140967.0,300000.0,80006.0
Slidell,LA,62623.4,46541.0,48783.0
Slinger,WI,86499.0,78354.0,47996.0
Slippery Rock,PA,89000.0,300000.0,8231.0
Sloan,IA,65449.333333333336,60451.666666666664,44216.0
Slocomb,AL,53395.0,42052.0,42981.0
Smackover,AR,54222.0,46745.0,44263.0
Smethport,PA,56103.0,44549.0,44042.0
Smith,NV,81061.5,64600.0,66812.0
Smith Center,KS,51602.0,37929.0,44642.0
Smithfield,NC,48555.0,35611.0,51281.0
Smithfield,RI,49992.0,33297.0,49294.0
Smithfield,UT,48471.0,43608.0,27965.0
Smithfield,VA,58469.5,178838.5,31323.5
Smithland,KY,50097.0,41971.0,37889.0
Smiths Station,AL,49642.0,37667.5,47996.5
Smithsburg,MD,90474.0,300000.0,46721.0
Smithton,IL,77274.0,300000.0,71209.0
Smithton,MO,53979.0,46474.0,37262.0
Smithtown,NY,135045.0,300000.0,62378.0
Smithville,MO,0.0,0.0,0.0
Smithville,TN,56662.666666666664,35240.666666666664,60120.0
Smithville,TX,63098.0,43081.0,60117.0
Smoot,WV,43075.0,26862.0,43572.0
Smyrna,DE,77888.0,66535.0,54626.0
Smyrna,GA,70937.33333333333,93422.5,49213.333333333336
Smyrna,NC,53911.0,47772.5,39627.5
Smyrna,TN,75763.5,73034.5,46759.0
Sneedville,TN,34362.0,24752.0,25883.0
Snellville,GA,77589.11111111111,139809.44444444444,48320.444444444445
Snohomish,WA,107288.5,139506.83333333334,64718.5
Snoqualmie,WA,99141.0,214180.5,55625.5
Snow Camp,NC,52843.0,300000.0,43364.0
Snow Hill,MD,72030.0,52243.0,60844.0
Snow Hill,NC,38325.0,27386.0,29360.0
Snow Shoe,PA,59040.0,49778.0,39571.0
Snyder,TX,68305.0,52899.0,56286.5
So Sioux City,NE,48970.0,36129.5,40691.0
Sobieski,WI,97791.0,94462.0,51703.0
Social Circle,GA,53822.0,39526.0,43622.0
Socorro,NM,43930.5,170618.5,32750.0
Soda Springs,ID,70815.0,62716.0,52945.0
Soddy Daisy,TN,63242.5,54162.0,46872.5
Solana Beach,CA,152893.0,180180.33333333334,86557.33333333333
Solomon,KS,53641.0,49688.0,34501.0
Solon,OH,130003.0,193571.5,74960.0
Solon Springs,WI,61689.0,53276.0,46392.0
Solvay,NY,64376.0,171222.5,45582.0
Somerdale,NJ,70705.5,60336.5,52144.5
Somers,CT,106557.0,300000.0,61184.0
Somers Point,NJ,58700.0,43374.0,53576.0
Somerset,CA,48136.0,300000.0,10142.0
Somerset,KY,48310.666666666664,29568.666666666668,44634.666666666664
Somerset,MA,83904.0,178110.0,51061.0
Somerset,NJ,99006.71428571429,118807.42857142857,61356.142857142855
Somerset,PA,64466.666666666664,140821.0,42748.666666666664
Somerset,TX,52783.0,43052.0,37593.0
Somersworth,NH,87641.0,80878.0,53101.0
Somerton,AZ,42998.0,36083.0,32511.0
Somerville,AL,45167.0,41084.0,30061.0
Somerville,MA,86481.0,120159.11111111111,58991.88888888889
Somerville,NJ,58279.0,56330.0,41977.0
Somerville,TN,68803.5,51881.0,50391.0
Somerville,TX,51631.0,45847.0,36736.0
Somonauk,IL,76526.0,47012.0,65115.0
Sonoma,CA,83941.66666666667,217839.0,60197.333333333336
Sonora,AR,96791.0,82580.0,67422.0
Sonora,CA,61861.5,47533.5,52147.5
Sonora,KY,64322.0,54545.5,45510.0
Sonora,TX,64222.0,51827.0,48100.0
Sopchoppy,FL,33351.0,26230.0,25346.0
Soper,OK,37802.0,19519.0,41226.0
Soperton,GA,44877.0,45209.0,34584.0
Sophia,NC,58266.5,44310.5,45070.0
Soquel,CA,116756.0,300000.0,78735.0
Sorrento,FL,75879.0,71361.0,36170.0
Sorrento,LA,62940.0,50618.0,53250.0
Souderton,PA,79270.0,56242.5,65622.5
South,OH,56537.0,51461.0,34636.0
South Amboy,NJ,60629.0,300000.0,44237.0
South Barrington,IL,164017.0,174192.0,82628.0
South Bend,IN,53131.818181818184,76149.0,39093.954545454544
South Bend,WA,40243.0,30762.0,31504.0
South Boston,MA,90494.66666666667,73718.0,64518.0
South Boston,VA,43334.0,37689.0,35041.0
South Bristol,ME,78904.0,53313.0,70412.0
South Burlington,VT,0.0,0.0,0.0
South Charleston,WV,53315.5,38688.0,44874.0
South Chicago Heights,IL,50767.5,38293.5,43979.0
South Coffeyville,OK,57312.0,47313.0,41099.0
South Daytona,FL,44354.0,37519.5,31486.0
South Deerfield,MA,86049.0,78174.0,58106.0
South Dennis,MA,67812.0,59933.0,57115.0
South Easton,MA,106066.0,93621.5,67637.0
South El Monte,CA,46816.0,33670.0,34545.0
South Euclid,OH,72839.5,55548.5,55207.5
South Fulton,KY,36317.0,21335.0,39617.0
South Gardiner,ME,74215.0,53161.0,63292.0
South Gate,CA,56222.375,72495.125,40997.0
South Glens Falls,NY,93161.0,300000.0,43801.0
South Grafton,MA,92109.0,60640.0,76784.0
South Hadley,MA,48722.0,35026.0,46129.0
South Haven,MI,56701.0,38977.666666666664,53282.0
South Heart,ND,81949.0,69619.0,62043.0
South Hempstead,NY,129541.66666666667,204020.0,68975.0
South Hero,VT,78704.0,63655.0,68063.0
South Hill,VA,38106.0,26717.0,31174.0
South Holland,IL,73331.66666666667,58873.0,57408.666666666664
South Jordan,UT,111965.0,196972.0,62298.5
South Kortright,NY,56633.0,53981.0,34962.0
South Lake Tahoe,CA,81722.33333333333,156143.16666666666,53354.166666666664
South Lyon,MI,69243.0,54890.0,58687.0
South Miami,FL,98551.2,120117.2,65368.6
South Milwaukee,WI,55492.75,111730.0,41199.0
South Ozone Park,NY,71652.4,79104.2,51273.2
South Paris,ME,37673.5,23526.0,38969.5
South Park,PA,65784.33333333333,53489.0,44114.666666666664
South Pasadena,CA,74402.0,55405.0,58793.0
South Pittsburg,TN,50205.0,33589.0,46504.0
South Plainfield,NJ,90319.33333333333,163925.0,55243.0
South Point,OH,66426.0,52909.5,61671.5
South Portland,ME,65302.0,173102.0,44116.5
South Richmond Hill,NY,57883.0,41819.0,50480.0
South Riding,VA,85584.0,52723.0,64944.0
South River,NJ,68505.5,55046.0,48988.5
South Roxana,IL,46316.0,40530.0,31656.0
South Royalton,VT,43967.0,24086.0,45264.0
South Saint Paul,MN,63002.666666666664,57470.0,44461.333333333336
South Salem,NY,135718.5,217008.5,85651.5
South Salt Lake,UT,53344.0,33196.0,54428.0
South San Francisco,CA,95084.2,171852.8,61809.2
South San Gabriel,CA,67295.0,58314.0,53369.0
South Shore,KY,40742.0,28291.0,35976.0
South Toms River,NJ,48036.0,36648.5,39199.0
South Vienna,OH,79503.0,75445.0,52768.0
South Wayne,WI,57246.0,51735.0,33914.0
South Weber,UT,135672.0,134935.0,61451.0
South Webster,OH,70601.0,55405.0,57814.0
South Weymouth,MA,48119.5,34650.5,37020.5
South Williamsport,PA,37058.0,29197.333333333332,25287.666666666668
South Windsor,CT,97767.33333333333,84268.0,61084.0
South Yarmouth,MA,54076.0,36313.0,61469.0
Southampton,NJ,67866.0,52859.0,55452.0
Southampton,NY,89064.5,67989.0,72950.0
Southampton,PA,57953.0,45763.0,39386.0
Southaven,MS,66262.66666666667,58224.333333333336,44510.666666666664
Southborough,MA,157890.0,157833.0,75415.0
Southbridge,MA,69361.5,181494.5,48322.5
Southbury,CT,50188.0,32796.0,47221.0
Southern Pines,NC,44070.0,29124.0,42762.0
Southfield,MI,77278.66666666667,118724.11111111111,51036.666666666664
Southgate,KY,55417.0,46346.0,46830.0
Southgate,MI,52690.666666666664,123721.33333333333,35533.333333333336
Southington,CT,101548.5,184474.5,59412.5
Southington,OH,59766.0,49329.0,38632.0
Southlake,TX,158531.0,300000.0,73545.0
Southport,NC,83505.8,69834.0,59649.4
Southwest Ranches,FL,156828.0,173899.0,81367.0
Southwick,MA,69112.0,67100.0,39426.0
Spalding,NE,48982.0,37742.0,46329.0
Spanaway,WA,68596.33333333333,58911.666666666664,42744.666666666664
Spanish Fork,UT,58123.666666666664,130742.66666666667,34326.0
Spanishburg,WV,28896.0,22289.0,21114.0
Sparkman,AR,40619.0,28204.5,35495.0
Sparks,MD,143032.0,300000.0,73311.0
Sparks,NV,61020.0,112890.23076923077,39269.846153846156
Sparland,IL,71073.0,57058.0,50855.0
Sparta,IL,46213.0,36420.5,44923.5
Sparta,MI,55863.0,44185.333333333336,43506.666666666664
Sparta,NJ,149641.0,300000.0,76963.0
Sparta,OH,75094.5,61838.5,50269.0
Sparta,TN,46791.0,40465.0,35680.0
Sparta,WI,45099.0,41213.0,32941.0
Spartanburg,SC,42595.28571428572,33947.0,34133.92857142857
Spartansburg,PA,52669.0,41125.0,40051.0
Spavinaw,OK,39458.0,23414.0,42955.0
Spearfish,SD,46868.0,32031.0,44941.0
Spearsville,LA,45073.0,38723.0,36322.0
Speedway,IN,59458.5,54131.5,42817.5
Spencer,IA,71963.5,182659.5,48631.0
Spencer,MA,45163.0,36772.0,36297.0
Spencer,NC,34002.0,25019.0,23586.0
Spencer,OK,36014.0,21718.0,38289.0
Spencer,TN,41919.0,31768.0,35331.5
Spencer,WI,86689.5,69733.0,67300.0
Spencer,WV,40062.5,28051.5,39385.0
Spencerport,NY,76176.0,62079.0,52307.0
Sperry,OK,50919.0,40875.0,39359.0
Spindale,NC,29984.0,22103.0,23260.0
Spirit Lake,IA,89668.0,76890.0,60180.0
Spiro,OK,35844.0,26931.0,33923.0
Splendora,TX,60337.0,51569.0,47317.0
Spokane,MO,64958.0,300000.0,15730.0
Spokane,WA,58531.96428571428,84426.71428571429,41489.357142857145
Spokane Valley,WA,56248.57142857143,79916.28571428571,43209.0
Spooner,WI,53013.0,41581.0,44593.0
Spotswood,NJ,87362.0,79622.0,64794.0
Spotsylvania,VA,100085.0,119004.2,61265.6
Spring,TX,103716.875,142590.25,59760.125
Spring City,PA,79795.0,71679.0,54146.5
Spring City,TN,65472.0,42377.0,60302.0
Spring Creek,NV,91493.0,300000.0,61138.0
Spring Garden,AL,51542.0,300000.0,60348.0
Spring Grove,PA,68660.0,61389.333333333336,42628.666666666664
Spring Hill,FL,49000.07692307692,59135.38461538462,38624.46153846154
Spring Hill,TN,111931.0,300000.0,64835.0
Spring Lake,MI,60389.0,48657.0,48882.0
Spring Lake,NC,42733.333333333336,31682.666666666668,36163.666666666664
Spring Lake,NJ,119086.0,93109.0,79749.0
Spring Lake Heights,NJ,88230.0,300000.0,66476.0
Spring Valley,IL,54237.0,41472.0,45627.0
Spring Valley,MN,60344.0,53482.0,46040.0
Spring Valley,NY,62169.4,53353.2,49486.2
Springboro,OH,79409.0,70709.0,46636.0
Springdale,AR,62270.666666666664,49615.0,47704.5
Springer,OK,49630.0,34407.0,43599.0
Springfield,IL,56501.529411764706,45766.94117647059,45204.64705882353
Springfield,LA,62001.0,51240.0,50147.0
Springfield,MA,51910.705882352944,94147.41176470589,42773.94117647059
Springfield,MO,49691.05,40293.65,39643.9
Springfield,NJ,89338.0,163429.5,66172.0
Springfield,OH,55848.857142857145,80910.78571428571,39928.71428571428
Springfield,OR,50747.71428571428,42420.142857142855,36176.28571428572
Springfield,PA,106838.66666666667,154796.0,62248.333333333336
Springfield,TN,38961.0,26432.0,35592.0
Springfield,VA,108520.33333333333,167385.22222222222,57406.333333333336
Springfield,VT,68432.0,63356.0,49406.0
Springfield Gardens,NY,70790.5,67229.25,49562.5
Springhill,LA,34978.0,24114.0,43949.0
Springview,NE,53059.0,36218.0,47499.0
Springville,IN,84469.5,177688.0,57741.5
Springville,NY,65235.0,50571.0,53966.0
Springville,UT,60757.5,53948.5,45878.5
Spruce Pine,NC,46884.0,35166.0,37736.0
Spurger,TX,69271.0,69740.0,44421.0
St  Joe,AR,50015.0,34177.0,49646.0
St Ann,MO,48193.0,40809.0,35757.0
St Ansgar,IA,47811.5,32003.0,54628.0
St Augustine,FL,78954.57142857143,130284.85714285714,58279.71428571428
St Charles,IL,102471.5,185969.25,65902.25
St Charles,MO,68588.9,82522.4,46049.1
St Clair,MO,63559.5,179594.5,37260.0
St Francis,SD,33990.0,26150.0,31701.0
St George,UT,63577.666666666664,124672.0,38147.0
St Helens,OR,55244.333333333336,125927.0,42301.0
St James,MO,35922.0,28344.0,25411.0
St Johns,AZ,47256.0,37626.0,37955.0
St Johns,MI,55090.0,39899.0,49585.0
St Johnsville,NY,52329.5,39918.5,45055.5
St Joseph,MO,48519.3,63986.7,36676.5
St Leonard,MD,119254.0,300000.0,73853.0
St Louis,MO,55935.634146341465,57737.48780487805,43409.85365853659
St Marys,KS,50844.5,42886.0,36594.0
St Michaels,MD,105022.0,90790.0,75917.0
St Paul,AR,36716.0,33565.0,21719.0
St Paul,NE,65849.0,58850.0,47211.0
St Peters,MO,82529.75,128012.75,49740.5
St Petersburg,FL,52323.1875,64742.0625,39043.75
St Regis,MT,32290.0,26589.5,34521.5
St Regis Falls,NY,108132.0,88223.0,71078.0
St Robert,MO,62137.0,55110.0,44397.0
St Stephens,WY,76595.0,63075.0,58180.0
St. Albans,WV,52812.333333333336,125093.33333333333,44698.333333333336
St. Amant,LA,70588.0,63187.0,42890.0
St. Anthony,ID,60823.0,55567.0,37616.0
St. Bernard,LA,61876.0,54857.0,46495.0
St. Charles,MO,58652.0,55800.0,37330.0
St. George,AK,67102.0,300000.0,41868.0
St. George,SC,59196.0,50099.0,35302.0
St. Helena,CA,107845.0,98374.0,75612.0
St. Helena,SC,95815.0,80133.0,65125.0
St. James,LA,54344.5,35832.0,62034.0
St. John,KS,42810.5,43291.5,24343.0
St. Louis,MO,55297.4,43751.0,43004.4
St. Martinville,LA,60457.5,44596.0,52628.0
St. Paul,MN,36494.0,26046.0,38762.0
St. Stephens,WY,64482.0,53783.0,46992.0
Stacyville,ME,48113.0,36392.0,42298.0
Stafford,TX,63005.0,56852.0,40730.0
Stafford,VA,97442.4,185630.2,50085.0
Stafford Springs,CT,89378.0,78008.0,58823.0
Staffordsville,KY,41542.0,40292.0,28758.0
Stallings,NC,76552.0,64614.0,50890.0
Stamford,CT,103863.18181818182,151671.54545454544,68191.45454545454
Stamping Ground,KY,44479.0,31180.0,41713.0
Stanaford,WV,78008.0,42993.0,74379.0
Stanardsville,VA,54963.0,37276.0,50132.0
Standish,MI,38884.0,18716.0,41717.0
Stanfield,AZ,31761.0,24607.0,29577.0
Stanfield,OR,57548.5,53818.0,39235.5
Stanhope,NJ,114511.0,115956.0,62002.0
Stanley,NC,39329.5,25501.5,32312.5
Stanley,WI,41351.0,31574.0,33050.0
Stanton,CA,64921.5,46179.5,58458.5
Stanton,IA,79958.0,300000.0,67622.0
Stanton,KY,36339.0,32669.0,18444.0
Stanton,MI,42932.0,35486.0,32346.0
Stanwood,WA,25562.0,21570.0,22142.5
Star,ID,65459.0,56606.0,42117.0
Star,NC,40130.5,25344.5,39789.5
Star City,AR,50728.0,34703.0,44792.0
Starbuck,MN,81089.0,67504.0,55944.0
Stark,NH,44553.0,35928.0,38060.0
Starke,FL,64434.0,46973.0,53664.0
Starksboro,VT,91764.0,85778.0,55772.0
Starkville,MS,66639.0,96142.75,48806.25
State Center,IA,68046.0,60791.0,44114.0
State College,PA,44617.25,35895.125,36263.0
State Road,NC,68293.0,54707.0,48839.0
Staten Island,NY,79823.46666666666,98102.22222222222,55191.64444444444
Statesboro,GA,33914.75,27021.5,26250.0
Statesville,NC,54397.22222222222,69604.22222222222,42498.555555555555
Staunton,IL,57644.0,36986.0,51925.0
Staunton,VA,54931.666666666664,41440.0,45757.0
Stayton,OR,51396.5,41315.0,40379.0
Ste Genevieve,MO,56189.333333333336,212270.66666666666,35251.333333333336
Steamboat Springs,CO,75965.5,56336.0,68235.0
Stedman,NC,55012.5,40053.0,49494.0
Steele,MO,50189.0,37534.0,40426.0
Steeleville,IL,63738.0,53860.0,49089.0
Steelton,PA,57202.5,54140.5,41236.0
Steelville,MO,52878.5,45986.0,39362.5
Steep Falls,ME,59213.0,39599.0,55836.0
Steger,IL,55238.0,35665.0,44890.0
Stehekin,WA,59502.0,50720.0,43751.0
Steilacoom,WA,38233.0,29099.0,29909.5
Stephen,MN,49060.0,175025.5,35715.0
Stephenson,MI,51943.5,46771.0,36155.5
Stephenville,TX,50773.333333333336,43483.0,37726.666666666664
Sterling,AK,81749.0,70749.0,59378.0
Sterling,CO,33541.0,20213.0,32821.0
Sterling,IL,61500.0,165025.5,44493.5
Sterling,MA,112346.5,97858.5,69071.5
Sterling,MI,48781.5,37800.5,39140.5
Sterling,ND,92457.0,81997.0,64017.0
Sterling,OK,56479.0,49780.0,40579.0
Sterling,VA,134729.16666666666,189364.5,63412.333333333336
Sterling Heights,MI,64392.61538461538,94355.15384615384,43609.230769230766
Steubenville,OH,55649.0,109645.0,41461.75
Stevens Point,WI,51673.0,125494.66666666667,39227.0
Stevens Village,AK,20652.0,17126.0,19643.0
Stevenson,AL,31235.0,21391.0,27591.0
Stevenson Ranch,CA,140115.0,195398.0,76683.5
Stevensville,MD,91176.0,83540.0,57419.0
Stevensville,MI,75957.5,64088.0,53778.0
Stevensville,MT,46766.0,37288.0,42355.0
Steward,IL,64208.0,57045.0,43002.0
Stewart Manor,NY,124149.0,300000.0,65717.0
Stewarts Point,CA,87611.0,62342.0,66959.0
Stewartville,MN,43795.0,18919.0,46389.0
Stickney,SD,50569.0,44393.0,39696.0
Stillwater,MN,85380.0,70987.66666666667,66388.33333333333
Stillwater,NJ,79981.0,300000.0,62607.0
Stillwater,NY,81341.0,300000.0,61626.0
Stillwater,OK,55203.2,38663.8,46334.0
Stilwell,KS,106294.0,99030.0,69348.0
Stilwell,OK,44305.0,37032.666666666664,32776.0
Stinesville,IN,38444.0,22414.0,40558.0
Stockbridge,GA,77978.5,189530.75,49350.75
Stockbridge,WI,79335.0,67296.0,50733.0
Stockdale,TX,70398.0,56264.0,62309.0
Stockport,OH,58887.0,50162.0,48615.0
Stockton,CA,57924.5,65162.0,44776.96153846154
Stockton,IL,85780.0,86566.0,57746.0
Stone Harbor,NJ,103736.0,79443.0,81992.0
Stone Mountain,GA,75539.75,122223.75,49389.875
Stoneboro,PA,60927.5,49450.5,46790.0
Stoneham,MA,90131.5,180713.0,66230.5
Stoneville,NC,61516.0,51275.5,44623.5
Stonewall,LA,54275.0,300000.0,32043.0
Stonewall,OK,64257.0,51858.0,44157.0
Stoney Fork,KY,38815.0,30628.0,29385.0
Stony Point,NC,39345.0,34881.0,26423.0
Stony Point,NY,130934.0,300000.0,76516.0
Storm Lake,IA,49700.0,41034.0,40389.0
Story City,IA,57686.5,50453.0,41502.0
Stoughton,MA,95042.5,88850.5,62666.0
Stoughton,WI,75369.0,300000.0,48543.0
Stovall,NC,55213.0,168012.0,49320.0
Stover,MO,50434.0,41232.0,38763.0
Stow,MA,133513.5,135560.5,76704.0
Stow,OH,80945.0,72348.75,53993.5
Stowe,PA,55491.0,47836.0,42925.0
Stoystown,PA,51427.0,36387.0,42115.0
Strafford,NH,97931.0,93036.0,59910.0
Strasburg,IL,55190.0,46935.0,40785.5
Strasburg,OH,63862.0,52013.0,55015.0
Strasburg,PA,71754.0,61728.0,48279.0
Strasburg,VA,68278.5,57374.5,42748.5
Stratford,CT,88385.16666666667,145210.83333333334,60281.5
Stratford,IA,52814.0,45119.0,42058.0
Stratford,NJ,75281.66666666667,69838.66666666667,50206.333333333336
Stratford,TX,61336.0,48079.0,46972.0
Stratham,NH,124010.0,300000.0,77275.0
Strathmore,CA,79255.0,51332.0,71180.0
Strattanville,PA,52603.333333333336,42026.0,42037.666666666664
Straughn,IN,62402.5,47279.0,50837.0
Strawberry Plains,TN,49885.0,300000.0,27003.0
Strawn,TX,48361.0,30079.0,54158.0
Streamwood,IL,80064.33333333333,148907.0,51605.0
Streator,IL,65169.333333333336,214706.66666666666,51406.666666666664
Street,MD,71265.0,58865.0,56212.0
Streetsboro,OH,77998.0,62921.0,52076.0
Stringer,MS,59015.0,300000.0,19595.0
Strong,ME,54129.0,40090.0,42814.0
Stronghurst,IL,61543.0,53055.0,37104.0
Strongsville,OH,72423.0,62880.0,50745.0
Stroud,OK,66069.0,53035.0,45262.0
Stroudsburg,PA,60235.0,53251.0,39385.0
Struthers,OH,38160.5,28844.5,27616.0
Stryker,OH,69339.0,61611.0,37613.0
Stuart,FL,86624.0,145909.75,64097.25
Stuart,IA,77269.0,300000.0,57263.0
Stuarts Draft,VA,60092.5,53895.0,40140.5
Studio City,CA,119846.5,233076.0,72792.5
Sturbridge,MA,79570.0,57130.0,63687.0
Sturgeon Bay,WI,49783.0,45429.0,35626.0
Sturgis,MI,55067.5,47424.0,41701.5
Sturgis,SD,47303.0,38918.0,29789.0
Sturtevant,WI,61889.0,172652.5,47510.5
Stuttgart,AR,41185.333333333336,32920.0,34471.0
Suamico,WI,101193.0,88679.0,66509.0
Sublette,KS,59625.0,50338.0,49641.0
Success,MO,51064.0,44071.0,30636.0
Sudbury,MA,163820.5,236812.5,76243.5
Sudlersville,MD,81002.0,69128.0,58877.0
Suffern,NY,105996.2,127616.2,71649.0
Suffield,CT,108457.0,90648.0,79267.0
Suffolk,VA,57406.1,70462.8,38118.0
Sugar Creek,MO,41855.0,36322.0,38541.0
Sugar Grove,NC,68168.0,58561.0,56063.5
Sugar Grove,OH,60359.0,50903.0,40844.0
Sugar Grove,PA,51496.0,40913.0,38725.0
Sugar Hill,GA,71834.5,60628.0,54555.0
Sugar Land,TX,117034.33333333333,173061.66666666666,66399.11111111111
Sugarcreek,OH,57881.0,47769.0,43975.0
Sugarloaf,PA,39458.0,300000.0,25661.0
Suisun City,CA,50616.0,41382.0,39244.0
Sullivan,IL,75736.0,174892.5,57622.5
Sullivan,IN,39261.0,31761.5,33624.5
Sullivan,ME,47748.0,37924.0,40933.0
Sullivan,MO,45165.5,176154.5,33118.5
Sullivan,OH,67103.0,53114.0,48004.0
Sullivan,WI,71050.5,58473.0,47832.0
Sullivan City,TX,0.0,0.0,0.0
Sulphur,LA,61212.6,43936.8,49252.8
Sulphur,OK,50326.0,41004.0,43202.0
Sulphur Springs,TX,58224.5,42119.5,54052.0
Sultan,WA,69559.0,64957.0,40952.0
Sumiton,AL,51907.0,39657.0,46146.0
Summerfield,FL,44885.0,38003.0,24833.0
Summerfield,LA,71774.0,58722.0,52671.0
Summerfield,NC,120146.0,108197.0,76600.0
Summerland Key,FL,74038.0,64582.5,57237.0
Summersville,WV,55324.0,38495.0,54409.0
Summerton,SC,47819.0,28963.0,47929.0
Summerville,GA,22544.0,13090.0,26877.0
Summerville,SC,83706.375,100735.125,55132.875
Summit,IL,48780.0,44113.0,30508.0
Summit,MS,49074.0,43174.0,41781.0
Summit,NJ,133450.5,138206.5,78007.5
Sumner,IL,41874.0,32240.0,36623.0
Sumner,ME,54597.0,40089.0,45466.0
Sumner,NE,59312.0,49008.0,38665.0
Sumner,WA,83999.0,181361.5,44619.5
Sumter,SC,53736.22222222222,70230.66666666667,39686.11111111111
Sumterville,FL,49142.0,32656.5,43905.5
Sun City,AZ,52042.0,44224.0,35620.0
Sun City,CA,62263.0,52644.0,39008.0
Sun Prairie,WI,82879.25,72623.0,52221.5
Sun Valley,CA,71925.2,112113.0,51993.4
Sunbright,TN,52837.0,36881.0,46875.0
Sunburst,MT,71701.0,300000.0,42784.0
Sunbury,OH,83951.0,67152.0,58954.0
Sunbury,PA,61870.5,107709.5,44167.75
Sundance,WY,75169.0,50980.0,66485.0
Sunfield,MI,60436.5,55254.5,38500.5
Sunflower,MS,30587.0,25820.0,25623.0
Sunland,CA,79207.0,169213.0,64926.0
Sunman,IN,69885.0,49816.0,54484.0
Sunny Isles Beach,FL,67693.5,45877.0,62564.0
Sunnyside,WA,47018.0,101551.0,33503.0
Sunnyvale,CA,121553.5,132776.0,72518.8
Sunnyvale,TX,129241.0,130195.5,70030.0
Sunrise,FL,67469.0,87226.85714285714,51933.71428571428
Sunrise Beach,MO,47755.25,38553.75,36765.25
Sunriver,OR,69421.0,300000.0,55248.0
Superior,AZ,67293.0,60984.5,46820.5
Superior,CO,164114.0,171269.0,68543.0
Superior,MN,77737.0,54442.0,65190.0
Superior,NE,49762.0,41750.0,35440.0
Superior,WI,55070.0,43071.0,44268.666666666664
Supply,NC,45625.0,32324.0,42467.0
Suquamish,WA,85450.0,79544.0,53393.0
Surgoinsville,TN,41439.0,31607.0,38988.0
Suring,WI,49626.0,40947.0,36832.0
Surprise,AZ,67853.33333333333,89782.46666666666,46034.53333333333
Susanville,CA,60707.0,59703.0,41137.0
Sussex,VA,62540.0,300000.0,42739.0
Sussex,WI,76188.0,74567.0,47450.0
Sutherlin,OR,46039.0,35981.0,35520.0
Suwanee,GA,110440.75,145821.25,63817.25
Swainsboro,GA,44110.0,27485.0,35749.0
Swampscott,MA,102229.0,188940.5,66410.0
Swannanoa,NC,53468.666666666664,41327.0,47521.0
Swansea,IL,46270.0,35622.0,37865.0
Swansea,MA,98261.0,300000.0,42788.0
Swansea,SC,52891.333333333336,43777.0,41783.666666666664
Swanton,OH,63256.0,59013.0,39669.0
Swanton,VT,70307.0,55356.0,58812.0
Swarthmore,PA,90516.5,69293.0,71562.5
Swartz Creek,MI,65953.5,54693.0,47392.0
