City,Mean,Stdev,Median
Kaibeto,68234.0,55681.0,50891.0
Kailua,107344.85714285714,59176.28571428572,164221.2857142857
Kailua-kona,27805.0,24343.0,17250.5
Kaktovik,62545.0,43599.0,45810.0
Kalama,66893.0,47088.0,54349.0
Kalamazoo,49402.75,38732.5,55050.125
Kalispell,59749.5,41389.0,52521.0
Kalkaska,60070.0,47542.0,48342.0
Kamas,79315.5,54378.0,67941.0
Kamiah,42374.0,34873.0,29443.0
Kanab,34155.0,28857.0,19917.0
Kane,59459.0,53853.0,45990.0
Kaneohe,93982.25,58132.0,86401.25
Kankakee,30778.5,33633.5,18765.0
Kannapolis,53068.333333333336,42160.666666666664,42979.0
Kanopolis,60413.0,47216.0,52513.0
Kansas,51509.0,51268.0,33825.0
Kansas City,51008.88607594937,37733.40506329114,67118.72151898734
Kansasville,86634.0,53550.0,76860.0
Kapaa,66226.0,42764.0,179781.0
Kapaau,67079.0,48694.0,57108.0
Kaplan,46076.0,49206.0,25940.0
Kapolei,104894.0,58247.5,96974.5
Karlstad,44905.0,40336.0,33796.0
Karnack,67154.5,55769.0,52241.0
Karnes City,49702.0,54360.0,32735.0
Kathleen,83542.5,52910.0,76320.0
Katy,111892.0,60930.333333333336,154698.0
Kaufman,79760.0,67167.0,63539.0
Kaukauna,58122.5,38887.0,48236.0
Kaunakakai,48590.0,44427.0,43251.0
Kayenta,40895.0,37669.0,30296.0
Kaysville,112321.0,64289.0,96642.0
Keaau,43161.0,44486.5,26403.0
Kealakekua,73773.5,55844.0,62481.5
Keansburg,69279.0,50611.0,68091.0
Kearney,69859.25,44565.25,113112.0
Kearns,61397.333333333336,38028.666666666664,53738.333333333336
Kearny,93349.75,58576.75,84017.75
Keavy,46857.0,33364.0,40094.0
Keego Harbor,56428.0,50416.0,42532.0
Keene,64650.666666666664,39315.666666666664,60300.666666666664
Keenesburg,71092.0,57351.0,64403.0
Keeseville,43523.0,36824.0,29368.0
Keiser,46385.0,41693.0,35708.5
Keizer,63324.5,47133.5,55733.25
Kekaha,48205.0,24718.5,150000.0
Kelford,37437.0,33482.0,31062.0
Keller,101001.0,53156.875,139790.375
Kellogg,41268.0,40515.0,24963.0
Kellyville,46039.0,36434.0,33763.0
Kelseyville,61941.0,46728.0,55303.0
Kelso,34759.5,20564.5,33950.5
Kenai,66103.0,51609.0,60259.0
Kendall,55926.0,34148.0,48183.0
Kendall Park,115882.66666666667,73374.33333333333,104247.0
Kendallville,52749.0,40436.0,41748.0
Kenilworth,95555.0,48886.0,113894.0
Kenly,53492.0,43353.5,40627.5
Kenmare,71415.0,55544.0,57386.0
Kenmore,105370.5,60944.0,152653.0
Kennard,44563.0,31874.0,34687.0
Kennebunk,118117.0,88505.0,86807.0
Kennedale,72038.5,47937.0,166870.5
Kenner,67074.57142857143,49303.57142857143,85283.14285714286
Kennesaw,86927.0,57951.0,187683.5
Kennett,47137.0,47764.0,31887.0
Kennett Square,73797.5,55258.0,57122.5
Kennewick,59119.0,41625.5,81642.875
Kenosha,62266.083333333336,39654.5,131545.75
Kenova,37685.0,27402.0,165974.0
Kensington,135308.5,74311.0,194360.0
Kent,74232.23076923077,49049.46153846154,94966.92307692308
Kent City,58203.0,40384.0,43375.0
Kentland,57019.5,45361.0,47553.5
Kenton,53167.333333333336,40337.666666666664,38855.333333333336
Kentwood,55593.0,50267.333333333336,41602.333333333336
Kenwood,87850.5,63841.5,180620.0
Kenyon,64953.0,45803.0,58494.0
Keokuk,40523.0,28356.0,33896.0
Keosauqua,76178.0,70109.0,51075.0
Keota,59244.333333333336,48367.666666666664,127923.66666666667
Kerens,39737.0,34789.0,28495.0
Kerman,45548.0,56260.0,29538.0
Kermit,73154.0,57469.0,50863.0
Kernersville,79150.8,53222.4,155046.6
Kerrville,47171.333333333336,43757.333333333336,123868.0
Kersey,47392.0,32751.0,41985.0
Keshena,28944.0,25300.0,24051.0
Keswick,73298.0,67205.0,45129.0
Ketchikan,57572.666666666664,39288.666666666664,50320.666666666664
Kettering,55318.375,39552.625,79635.625
Kettle Falls,28379.0,7235.0,300000.0
Kew Gardens,91190.25,64075.5,80240.0
Kewanee,61602.0,53088.0,48132.5
Kewaunee,67459.0,49481.0,61436.0
Key Biscayne,42044.0,34648.0,37670.0
Key Largo,105191.0,69166.0,86959.0
Key West,63035.25,56263.5,45395.75
Keymar,96430.0,67203.0,84993.0
Keyport,81435.0,58270.0,69884.0
Keystone Heights,50742.5,35519.5,44056.5
Kiana,58026.333333333336,48592.666666666664,42957.666666666664
Kihei,70455.0,56611.0,57590.5
Kilauea,65316.0,48369.0,61255.0
Kilgore,69072.0,45099.0,241171.0
Kill Devil Hills,54268.0,38216.0,176514.5
Killeen,46827.454545454544,34546.545454545456,63647.27272727273
Killen,85950.0,60426.0,62159.0
Kilmarnock,56929.0,42086.0,56378.0
Kilmichael,41328.0,33592.5,32688.0
Kiln,36430.0,33533.0,31370.0
Kimball,62164.2,42600.4,94354.4
Kimberly,67424.66666666667,48979.0,58142.333333333336
Kinde,46142.0,42049.0,35452.0
Kinderhook,46206.0,34062.0,39148.0
Kindred,69339.0,47312.0,59299.0
King,52050.0,39977.75,39987.5
King And Queen C H,74134.0,42848.0,300000.0
King City,68913.0,50128.666666666664,55485.666666666664
King George,86028.0,50647.0,78401.0
King Of Prussia,111619.0,69282.0,99207.0
King William,80029.0,47742.0,73144.0
Kingfisher,54577.0,39001.0,50831.0
Kingman,58772.0,43084.666666666664,206962.66666666666
Kings Mountain,46825.5,38203.0,36212.0
Kings Park,115443.0,70191.66666666667,172107.66666666666
Kingsburg,124958.0,77787.0,108583.0
Kingsford,46606.0,34664.0,42312.0
Kingsford Heights,75941.0,50360.0,81165.0
Kingsland,54923.0,50795.0,300000.0
Kingsley,68394.0,46038.0,64707.0
Kingsport,55899.25,45156.375,42612.875
Kingston,65544.0625,48710.0,83834.625
Kingston Springs,66569.0,44557.5,61775.5
Kingstree,36508.0,39709.0,21582.0
Kingsville,69781.83333333333,48396.333333333336,92113.0
Kingwood,83086.5,56004.833333333336,107831.66666666667
Kinmundy,66125.0,44577.0,300000.0
Kinnelon,153773.0,79965.0,166006.0
Kinston,42477.833333333336,33623.0,77841.83333333333
Kinta,39140.5,36737.5,28631.5
Kipling,75844.0,52088.0,73455.0
Kirby,42990.0,28954.0,35864.0
Kirbyville,58966.5,44372.0,166642.0
Kirkland,110148.875,70406.875,137995.125
Kirksville,55592.5,45473.25,44339.5
Kirkwood,96131.66666666667,67107.5,116543.0
Kirtland,80326.33333333333,58318.333333333336,157015.33333333334
Kissimmee,56263.5,44541.5,44080.875
Kit Carson,47895.0,37787.0,42616.0
Kittanning,51663.0,43788.0,43910.5
Kitty Hawk,68262.0,45146.0,58981.0
Klamath Falls,47484.625,32971.25,41838.625
Klein,103914.0,65125.0,89269.75
Klingerstown,49815.0,28931.0,300000.0
Knapp,53235.0,41804.0,41303.0
Knightdale,81874.5,51257.5,190030.5
Knights Ferry,73534.0,52073.0,60401.0
Knotts Island,64137.0,42831.0,55156.0
Knox,55011.5,36530.5,50183.0
Knox City,52666.0,39196.0,44690.0
Knoxville,61117.705882352944,45895.94117647059,61461.205882352944
Kodak,44401.0,35362.0,30610.0
Kodiak,74363.0,56650.0,60544.0
Kokomo,50333.333333333336,41445.5,40276.833333333336
Koloa,70516.5,57678.5,56545.0
Konawa,50242.0,40678.0,41137.0
Koosharem,64310.0,38782.0,60240.0
Kosciusko,44511.5,37749.5,33815.0
Kountze,34353.0,26487.0,300000.0
Kouts,65924.0,43328.0,60309.0
Kremmling,50812.0,7530.0,300000.0
Kresgeville,72996.0,49226.0,62897.0
Krotz Springs,47108.0,45880.0,29336.0
Krum,90671.0,62515.0,77987.0
Kulm,52353.0,40123.0,44633.0
Kuna,69461.0,35377.0,300000.0
Kutztown,56989.5,48212.5,41269.5
Kwethluk,55482.0,43722.0,44147.0
Kykotsmovi,38972.0,38997.0,33678.0
Kyle,65410.0,45144.5,56270.5
La Canada,164286.0,75049.0,250560.66666666666
La Center,61575.666666666664,49174.666666666664,47661.666666666664
La Crescent,59791.0,46625.0,49364.5
La Crescenta,101494.33333333333,66214.66666666667,91368.33333333333
La Crosse,51358.444444444445,37369.11111111111,70873.55555555556
La Farge,46131.0,33574.0,41924.0
La Fargeville,83940.0,52214.0,300000.0
La Fayette,53044.0,46323.0,46505.0
La Feria,49488.5,33693.0,162811.0
La Grande,59721.0,49438.0,51164.0
La Grange,66003.25,50195.75,55948.75
La Grange Highlands,97459.0,85774.0,65513.0
La Grange Park,69117.0,69315.0,39034.0
La Habra,81280.71428571429,52182.57142857143,107664.0
La Jolla,74553.25,51718.75,62862.5
La Junta,59915.5,47321.0,51755.5
La Luz,57991.0,42495.0,52029.0
La Marque,47324.8,41128.4,34973.0
La Mesa,63263.78571428572,44377.78571428572,86950.78571428571
La Mirada,94684.0,58493.8,126745.2
La Plata,86511.0,56663.0,300000.0
La Porte,65134.142857142855,45719.857142857145,90023.71428571429
La Puente,71689.9,46846.5,113085.7
La Quinta,61644.0,49457.5,48166.5
La Rue,42186.0,39062.0,33365.0
La Salle,65288.666666666664,44793.333333333336,58261.333333333336
La Selva Beach,115367.0,76241.0,103680.0
La Valle,66590.0,49717.0,55442.0
La Vernia,86287.5,57673.5,78694.5
La Villa,37360.0,28879.0,34862.0
La Vista,76987.75,47429.0,178982.75
Labadieville,45945.0,46224.0,26222.0
Labelle,46410.333333333336,38482.333333333336,36725.333333333336
Lacassine,61847.0,50698.0,48543.0
Lacey,66963.0,46772.0,91600.71428571429
Lackawanna,52627.5,37212.5,162369.0
Laconia,60130.0,47567.333333333336,47512.666666666664
Ladd,58472.0,42716.0,54106.0
Laddonia,38194.0,31721.0,26103.0
Ladera Ranch,139229.25,82201.5,127816.0
Ladoga,57055.0,36922.0,49894.0
Ladson,51999.5,40282.0,38727.5
Lady Lake,57486.0,40483.333333333336,51663.0
Ladysmith,50183.0,41720.0,41212.0
Lafayette,68581.41379310345,47801.379310344826,97463.10344827586
Lafayette Hill,132413.5,78098.5,126563.0
Lafitte,70388.0,55084.0,51783.0
Lafollette,50259.5,42179.0,38973.5
Lagrange,54566.555555555555,43093.0,69380.22222222222
Lagrangeville,113613.5,71144.0,202811.0
Laguna,35653.0,36252.0,23395.0
Laguna Beach,82834.33333333333,52323.333333333336,132120.0
Laguna Hills,65319.2,46061.2,56957.0
Laguna Niguel,120875.14285714286,75015.14285714286,136506.2857142857
Lahaina,78416.0,56631.5,68503.5
Laingsburg,72311.5,47485.5,59164.0
Lajas,26441.8,28739.0,16085.4
Lake Andes,47052.0,51698.0,30209.0
Lake Ariel,59096.0,43233.0,48328.0
Lake Arrowhead,58456.8,42317.4,146248.4
Lake Butler,41693.0,34379.0,34224.0
Lake Charles,49340.166666666664,40387.166666666664,36698.25
Lake City,48481.583333333336,39597.25,37650.666666666664
Lake Crystal,62601.0,48283.0,52717.0
Lake Dallas,86572.0,54465.0,77070.0
Lake Delton,63958.0,48957.0,51203.0
Lake Elmo,141151.0,71101.0,300000.0
Lake Elsinore,49658.25,38543.75,105874.5
Lake Forest,117279.0,68951.16666666667,154036.0
Lake Forest Park,100887.5,62150.5,83836.0
Lake Geneva,72853.0,57034.25,59308.0
Lake Grove,121167.0,81553.0,117847.0
Lake Havasu City,64940.5,43753.25,119914.75
Lake Helen,63078.0,53214.0,51091.0
Lake Hopatcong,89898.5,56618.0,80877.5
Lake Hughes,71766.0,52970.0,58354.0
Lake In The Hills,107604.0,60420.0,205366.0
Lake Isabella,52875.0,40482.0,44008.0
Lake Katrine,59862.666666666664,54036.333333333336,43024.333333333336
Lake Linden,53563.5,37642.5,49904.5
Lake Lure,68540.0,67747.0,46185.0
Lake Luzerne,57392.5,44464.0,48656.5
Lake Mary,94623.75,66688.5,82944.0
Lake Mills,60093.0,44221.0,50281.5
Lake Odessa,64010.0,37664.0,57571.0
Lake Orion,104105.66666666667,58954.666666666664,153944.0
Lake Oswego,95924.25,65112.0,80517.25
Lake Ozark,21899.0,16880.0,21539.0
Lake Park,76311.0,53269.25,65718.5
Lake Placid,46990.5,36001.75,102450.75
Lake Providence,32247.5,30140.5,24571.5
Lake Ronkonkoma,85336.5,62779.0,69239.0
Lake St Louis,111088.0,64856.0,98406.0
Lake Station,39183.5,29596.0,34331.0
Lake Stevens,97246.75,58723.0,146889.25
Lake Tapps,101534.0,57853.0,96318.0
Lake View,72528.0,47260.0,70129.5
Lake View Terrace,45536.0,39032.0,33087.0
Lake Villa,74686.5,49650.0,67479.0
Lake Village,63208.0,40734.0,54561.0
Lake Waccamaw,48384.0,34715.0,40756.0
Lake Wales,57446.8,49077.6,40444.8
Lake Worth,55652.166666666664,45208.0,41087.5
Lake Zurich,132090.75,74447.75,120473.0
Lakefield,53265.0,38329.0,43432.0
Lakehurst,76800.0,47403.0,300000.0
Lakeland,61153.16,43698.44,69862.8
Lakeport,57078.0,44383.333333333336,46647.0
Lakeside,87290.0,57401.4,81188.6
Lakeside Marblehead,96229.0,76270.0,61347.0
Lakeview,46752.0,40989.0,35179.0
Lakeville,86527.57142857143,55038.71428571428,142180.85714285713
Lakewood,66446.75,47512.0,69022.77777777778
Lakota,66376.0,40940.0,57637.0
Lamar,46484.0,36294.0,81213.33333333333
Lamberton,57812.0,44989.0,46120.0
Lambertville,56555.0,38790.0,52687.0
Lamesa,52615.0,62396.0,34110.0
Lamoine,59688.0,51032.5,43470.0
Lamoni,44099.0,29709.0,36559.0
Lamont,47338.5,29775.0,43615.5
Lampasas,57728.5,46972.5,45091.5
Lampeter,76159.0,57488.0,65352.0
Lanai City,0.0,0.0,0.0
Lancaster,59200.163265306124,43854.87755102041,77173.5306122449
Land O Lakes,78316.33333333333,60067.666666666664,63732.333333333336
Landenberg,140766.0,80960.0,215696.5
Lander,31047.0,24468.0,25441.5
Landis,56337.0,40121.0,47803.0
Landisville,82458.0,58077.0,70145.0
Landover,52490.0,34270.5,50458.0
Landrum,50812.0,40437.0,42694.0
Lanesboro,57103.0,50275.0,43057.0
Lanesborough,69196.0,44107.0,63726.0
Lanett,36975.5,34863.5,26569.5
Langhorne,84514.6,61288.4,159283.0
Langley,74934.0,56114.666666666664,62284.333333333336
Lanham,84676.5,53879.0,74459.5
Lannon,69133.0,47328.0,56479.0
Lanoka Harbor,75956.0,62449.0,59305.0
Lansdale,87014.5,55582.5,76203.83333333333
Lansdowne,64562.0,49675.5,50468.5
Lanse,63085.0,64189.0,39341.0
Lansford,42109.0,30095.0,36385.0
Lansing,49493.52380952381,37617.90476190476,87059.52380952382
Lantana,68202.16666666667,44991.166666666664,62622.0
Laona,44299.0,41808.0,30879.0
Lapeer,60339.333333333336,44030.333333333336,50457.333333333336
Lapel,76158.0,55624.0,58234.0
Lapine,45721.0,38428.5,32564.5
Laplace,64820.0,45737.0,55297.5
Laporte,52389.0,39667.8,145877.4
Lapwai,51488.0,39874.0,40102.0
Laramie,54636.4,40783.8,192525.0
Larchmont,128665.0,74502.0,300000.0
Laredo,42403.541666666664,31631.125,65110.708333333336
Lares,22213.75,20261.75,16453.75
Largo,63452.117647058825,49307.294117647056,64647.05882352941
Larkspur,101776.0,69463.0,86155.0
Larksville,35795.0,46381.0,22211.0
Larned,43873.0,34177.0,36192.5
Larsen Bay,84545.0,44616.0,80106.0
Larue,43620.0,33054.0,42814.0
Larwill,42963.0,25899.0,37091.0
Las Animas,38049.0,48044.0,24243.0
Las Cruces,54668.07142857143,43238.92857142857,59034.42857142857
Las Piedras,20053.333333333332,19866.0,12971.333333333334
Las Vegas,62259.827067669175,42790.8045112782,84712.7969924812
Lascassas,74075.0,52294.0,62972.0
Latham,85533.0,52699.0,174794.0
Latimer,50078.0,35954.0,36195.0
Laton,50949.0,51919.0,30941.0
Latrobe,58421.333333333336,42350.333333333336,50139.333333333336
Latta,40683.0,31890.5,32804.5
Lauderdale Lakes,41149.0,29156.0,33803.0
Lauderhill,46151.2,32398.0,142016.6
Laughlin,29412.0,39411.0,17687.0
Laupahoehoe,69773.0,55484.0,52145.0
Laurel,75459.77777777778,52691.88888888889,96238.05555555556
Laurel Hill,53775.0,46703.0,41014.0
Laureldale,69952.5,48031.0,63918.0
Laurelton,119799.0,65775.0,300000.0
Laurelville,71628.0,40702.0,67634.0
Laurence Harbor,93282.0,57836.0,75254.0
Laurens,50844.5,51807.0,30677.0
Laurinburg,45605.75,37384.75,95224.5
Lavale,54954.5,46051.5,43695.0
Laveen,87204.0,47513.0,81729.0
Lavergne,57240.0,31051.5,53433.5
Laverne,71720.0,49852.0,58830.0
Lavonia,56790.666666666664,46231.0,43575.333333333336
Lawndale,56150.25,45487.25,109943.25
Lawrence,57924.944444444445,46135.833333333336,57492.38888888889
Lawrenceburg,51422.142857142855,39183.28571428572,73590.28571428571
Lawrenceville,60165.92857142857,43291.857142857145,84080.57142857143
Lawson,50107.0,44277.0,31851.0
Lawton,41216.0,32252.454545454544,53217.72727272727
Layton,62209.333333333336,40556.333333333336,129846.66666666667
Le Center,77902.0,48536.333333333336,72396.66666666667
Le Roy,59091.0,43211.666666666664,47047.0
Lead,65190.0,44788.0,63582.0
Leadore,49723.0,52335.0,300000.0
Leadville,54111.0,40957.5,171619.0
League City,98822.33333333333,58087.333333333336,86547.33333333333
Leakesville,42943.5,35651.0,34421.0
Leakey,39830.0,43323.0,26006.0
Leander,88849.25,47569.5,185719.75
Leavenworth,60432.0,46431.0,104404.0
Leawood,135651.5,83538.5,124920.5
Lebanon,60675.64,43885.08,69152.16
Lebec,53093.333333333336,48502.0,124398.0
Lecanto,36473.5,41750.0,19589.0
Leclaire,100527.0,73888.0,300000.0
Lee,79993.66666666667,54372.0,71117.66666666667
Lee's Summit,87942.57142857143,56475.0,173804.2857142857
Leechburg,72894.0,59193.0,56448.0
Leeds,42947.0,42160.0,32289.0
Leesburg,69200.38461538461,41950.0,123131.23076923077
Leesville,51972.0,41955.5,43484.0
Leetonia,60562.0,44216.0,49988.0
Leetsdale,55656.0,46949.0,44351.0
Lefors,58151.0,47307.0,49905.0
Left Hand,44921.0,31433.0,35620.0
Leggett,57852.0,28261.0,57872.0
Lehi,77015.25,43863.0,244590.25
Lehigh Acres,58257.0,44933.71428571428,83913.14285714286
Lehighton,57937.8,34150.6,52693.0
Leicester,62704.0,43442.0,217791.33333333334
Leigh,57314.0,39281.0,52110.0
Leighton,51460.0,36757.0,38525.0
Leitchfield,43982.0,34742.0,35993.0
Leland,49387.666666666664,37748.666666666664,37891.666666666664
Lemay,52705.0,37252.0,43125.0
Lemon Grove,69245.0,47132.0,59324.333333333336
Lemont,107158.0,79316.0,100652.5
Lemoore,72600.0,46187.0,187279.5
Lennox,54317.75,35940.25,106134.0
Lenoir,36395.0,30544.5,95215.5
Lenoir City,66717.0,50861.0,173659.0
Lenox,74653.0,66226.0,52344.0
Leo,80070.0,50803.0,300000.0
Leola,42499.0,1826.0,300000.0
Leominster,55125.0,45298.333333333336,47942.333333333336
Leon,59454.0,42548.0,49101.0
Leonardo,82880.0,64542.0,59728.0
Leonardtown,129260.0,76920.0,201077.0
Leonia,104223.0,76037.0,84082.0
Leonville,51834.0,37276.0,42479.0
Leopold,72262.0,38066.0,300000.0
Leoti,72460.0,58263.0,59800.0
Leroy,44337.5,32827.5,31245.5
Lesage,43377.0,36978.0,38969.0
Leslie,56079.333333333336,42387.0,43779.333333333336
Lester Prairie,57048.0,38003.0,52034.0
Letts,82957.0,45389.0,79528.0
Levant,60455.0,42886.0,52825.0
Levelland,76462.5,64490.5,64704.5
Levels,35644.0,24828.0,22237.0
Levittown,83841.28571428571,52928.78571428572,153931.42857142858
Lewes,73248.0,63222.5,52030.5
Lewis,86332.5,57154.5,78310.0
Lewis Center,80500.5,59357.0,62217.0
Lewisburg,58639.5,44203.5,106125.0
Lewisport,59009.0,45735.0,52372.0
Lewiston,55315.916666666664,39642.75,65676.66666666667
Lewistown,48565.833333333336,34006.666666666664,84463.08333333333
Lewisville,78483.08,49857.08,112759.24
Lexington,65214.5,46816.2,67073.96666666666
Libby,45988.5,53797.0,24291.0
Liberal,52957.5,38058.0,39882.0
Liberty,50321.8,40162.7,64829.1
Liberty Township,97801.0,61118.0,86873.0
Liberty Twp,128537.0,62161.0,221146.0
Libertyville,94926.0,61459.666666666664,78105.66666666667
Licking,35559.0,48452.0,24932.0
Lidgerwood,51391.5,52583.0,35779.5
Lignite,68296.0,47517.0,57142.0
Ligonier,48507.5,38173.0,40832.0
Lihue,64096.5,36555.5,185719.0
Lilbourn,20536.0,12741.0,17600.0
Lilburn,63445.8,48765.2,48925.6
Lilesville,41026.0,28849.0,41694.0
Lillington,45564.0,36447.0,34198.0
Lima,52009.36363636364,39288.09090909091,42484.72727272727
Limerick,124877.0,71628.0,126465.0
Lincoln,63333.025,42570.85,76846.175
Lincoln City,46662.0,33555.0,41353.5
Lincoln Park,53699.833333333336,38202.166666666664,43709.5
Lincolndale,123184.0,75380.0,120060.0
Lincolnshire,150702.0,83388.0,148103.0
Lincolnton,48641.75,41384.5,40249.0
Lincolnwood,85385.0,71972.0,56994.0
Lincroft,168103.0,78684.0,300000.0
Lindale,62958.666666666664,50933.0,49004.333333333336
Linden,64003.63636363636,45866.27272727273,52758.818181818184
Lindenhurst,86419.14285714286,54553.142857142855,136104.14285714287
Lindenwold,54951.333333333336,35348.0,122040.66666666667
Lindon,93769.0,54249.0,183319.0
Lindsay,54133.6,43906.0,95172.0
Lindsborg,65601.0,41241.0,58725.0
Lindsey,68186.0,48909.0,59250.0
Lindstrom,73083.0,54948.5,63158.0
Lingle,45379.0,34084.0,30226.0
Lingleville,72022.0,60650.0,59458.0
Linn,56464.5,40822.5,44163.5
Linthicum,98451.5,33186.0,300000.0
Linton,63248.333333333336,46150.333333333336,54274.666666666664
Linwood,66404.5,46817.75,58601.0
Lisbon,67202.6,51185.0,98818.0
Lisbon Falls,63704.0,46963.0,53619.0
Lisle,84719.33333333333,67962.66666666667,132649.66666666666
Litchfield,68528.5,51723.166666666664,58796.5
Litchfield Park,75010.66666666667,54036.666666666664,139198.66666666666
Lithia,119950.0,73668.0,116789.0
Lithonia,52168.0,36912.75,174142.75
Lititz,66249.5,40902.5,61220.0
Littcarr,33792.0,32900.0,17987.0
Little Chute,47373.0,34414.0,41368.0
Little Compton,85901.0,65211.0,71989.0
Little Egg Harbor,58794.5,40793.0,50412.5
Little Elm,62843.0,55024.0,42947.0
Little Falls,72221.5,56769.5,58246.5
Little Ferry,74703.0,57136.0,69275.0
Little Mountain,81399.0,56784.0,300000.0
Little Neck,84246.33333333333,58125.0,144391.33333333334
Little River,63602.75,48016.25,52146.0
Little Rock,62023.739130434784,47820.217391304344,61338.04347826087
Little Silver,168139.0,71959.0,167235.0
Littlefield,67130.66666666667,40104.666666666664,215049.0
Littlefork,45973.333333333336,39082.666666666664,36487.333333333336
Littlerock,74586.0,50042.0,73624.0
Littlestown,60223.0,39952.0,55186.0
Littleton,90209.5,60963.55,112778.45
Live Oak,46101.75,39206.25,33454.0
Livermore,102686.6,62273.1,160951.8
Livermore Falls,41220.0,29775.0,31926.0
Liverpool,68077.875,46784.875,58844.625
Livingston,77411.6,55849.7,71245.6
Livingston Manor,73409.0,37706.0,300000.0
Livonia,81701.69230769231,56584.92307692308,106319.0
Lizella,73300.0,47241.0,67078.0
Llano,59107.5,50609.5,168316.0
Lock Haven,45055.5,37277.0,40280.5
Lockeford,89853.0,64869.0,74649.0
Lockhart,49015.833333333336,36829.666666666664,41023.833333333336
Lockland,41962.0,35990.0,34113.0
Lockport,72201.63636363637,49453.545454545456,103570.36363636363
Lockwood,34272.0,32772.0,20176.0
Locust,59309.5,43866.0,52823.5
Locust Grove,70273.0,46370.5,62445.0
Locust Hill,97580.0,73161.0,72096.0
Lodgepole,79595.0,64022.0,300000.0
Lodi,74074.91666666667,54214.25,97750.41666666667
Logan,58683.63636363636,44875.09090909091,94206.09090909091
Logansport,53989.0,43878.166666666664,83031.16666666667
Loganville,51882.0,27608.5,173908.5
Loiza,20023.75,16574.25,17596.25
Lolo,73878.0,56587.0,55912.0
Loma,77181.0,50529.0,76289.0
Loma Linda,106524.0,69169.0,81345.0
Lombard,74734.5,46580.166666666664,138947.16666666666
Lomira,60318.5,40816.0,52213.5
Lomita,92814.66666666667,66863.0,80528.0
Lompoc,64472.2,45144.2,95473.6
Lonaconing,48180.0,39861.0,42134.0
London,56776.5,42004.333333333336,85653.83333333333
Londonderry,109649.33333333333,69223.0,226833.0
Lone Tree,74648.0,51935.5,61431.5
Long Beach,75145.35416666667,52385.666666666664,91149.0
Long Branch,82986.66666666667,54968.0,226235.33333333334
Long Grove,118267.75,63221.5,215484.0
Long Island,83443.0,57506.0,65592.5
Long Island City,81550.40909090909,57748.27272727273,93335.27272727272
Long Lake,116124.66666666667,76414.0,160591.33333333334
Long Prairie,60158.0,44899.5,54217.0
Long Valley,145893.5,75449.0,228888.0
Longmeadow,116693.0,83548.0,110033.0
Longmont,77983.25,56456.625,64811.75
Longview,51396.53333333333,38420.666666666664,58933.86666666667
Longwood,46040.0,40079.0,34285.0
Lonoke,69614.0,51044.0,58416.0
Lookeba,45651.5,43506.0,33139.0
Lookout Mtn,130813.0,78897.0,119866.0
Loomis,102063.25,61653.75,252859.0
Lopez Island,0.0,0.0,0.0
Lorain,46526.77777777778,35527.22222222222,62830.333333333336
Lordsburg,41236.0,34146.0,31426.0
Loreauville,57287.0,41607.0,47529.0
Loretto,42790.0,31646.0,32511.0
Loris,37961.0,30688.0,22390.0
Lorton,129360.83333333333,71935.33333333333,171942.0
Los Alamitos,96732.0,61894.833333333336,120644.66666666667
Los Alamos,106465.66666666667,66074.5,199144.0
Los Altos,165306.8,81041.6,243482.6
Los Angeles,61724.55701754386,48167.978070175435,73435.83333333333
Los Banos,54495.0,48414.0,42798.0
Los Fresnos,34860.2,25999.4,29363.2
Los Gatos,126043.0,82259.0,105505.0
Los Lunas,62719.5,43022.75,117371.25
Los Olivos,130078.0,81905.0,107925.0
Los Osos,74235.5,61195.5,171454.5
Lost Creek,33317.0,33706.0,20254.0
Lost Hills,36199.0,22659.0,30997.0
Lostant,62123.0,43463.0,57333.0
Loudon,77967.0,55794.5,63791.5
Loudonville,117882.0,74399.0,102112.0
Louisburg,60277.75,46854.5,101679.25
Louisiana,38880.0,31941.0,42397.0
Louisville,63276.34,44590.86,95316.41
Loup City,48574.0,41877.0,38225.0
Lovelady,59747.0,45300.0,53097.0
Loveland,79800.83333333333,50890.5,123783.08333333333
Lovelock,56496.0,41280.0,45525.0
Loves Park,49634.0,29027.0,48724.0
Lovettsville,127267.0,67204.0,126348.0
Lovingston,72145.0,45360.0,70779.0
Lovington,62354.5,45636.0,51982.0
Lowell,64474.90476190476,48364.666666666664,64432.380952380954
Lower Burrell,57564.0,59873.0,30458.0
Loxahatchee,86577.0,56404.0,76289.0
Loxley,50583.0,37860.0,41882.0
Loysburg,47950.0,31491.0,50945.0
Lubbock,55025.318181818184,41226.90909090909,56733.545454545456
Lucas,51663.0,34743.0,40372.0
Lucasville,60655.0,56722.0,39521.0
Lucedale,53438.333333333336,45924.333333333336,128626.66666666667
Lucerne Valley,40260.0,32904.0,26034.0
Luck,61821.0,49921.0,48398.0
Ludington,51841.0,45911.0,300000.0
Ludlow,72887.66666666667,45211.0,214821.66666666666
Ludowici,51436.0,41095.0,43576.0
Lufkin,67874.75,54707.75,50047.0
Luling,58757.0,42053.0,178199.5
Lumberport,50802.5,47026.0,35861.0
Lumberton,57090.3,48785.3,43438.9
Lunenburg,98918.0,60787.0,89214.0
Luquillo,23729.5,22396.5,16044.0
Luray,54985.0,46331.666666666664,45271.0
Lusby,100615.0,75986.5,76545.5
Lutcher,56333.0,46738.0,43131.0
Luther,68766.0,42184.0,62564.0
